gold_label,Premise,Hypothesis,pred_label,pred_expl,heuristic
neutral,"If the tourists arrived , the doctors slept .",The doctors slept .,entailment, the passengers are the passengers .,constituent
neutral,"Unless the doctor shouted , the scientists contacted the athletes .",The scientists contacted the athletes .,contradiction, the doctors can not be the same statement that they were the same statement .,constituent
neutral,"If the tourist recommended the student , the lawyers slept .",The lawyers slept .,entailment, the doctors are the same as the doctors .,constituent
neutral,"If the professor avoided the actor , the artists called the lawyers .",The artists called the lawyers .,contradiction, the artists either have the name or the other .,constituent
neutral,"If the judge stopped the tourists , the senators supported the artists .",The senators supported the artists .,entailment, the pope is the same as the .,constituent
neutral,"If the athlete saw the manager , the scientist arrived .",The scientist arrived .,entailment, the scientist who was the scientist was the scientist who was wearing the lab .,constituent
neutral,"Unless the tourist slept , the president recognized the lawyers .",The president recognized the lawyers .,entailment, the president and the president are the same .,constituent
neutral,"If the scientists contacted the tourist , the judges waited .",The judges waited .,entailment, the judges are waiting for the tourist .,constituent
neutral,"If the actors performed , the professor waited .",The professor waited .,entailment, the professor is a professor .,constituent
neutral,"If the secretaries called the artists , the scientist admired the president .",The scientist admired the president .,entailment, the scientist is the scientist .,constituent
neutral,"If the lawyer slept , the senators arrived .",The senators arrived .,contradiction, and are different .,constituent
neutral,"Unless the artist danced , the managers helped the president .",The managers helped the president .,entailment, the and helped are the same .,constituent
neutral,"If the actor stopped the student , the artists contacted the tourists .",The artists contacted the tourists .,entailment, the photographers are artists .,constituent
neutral,"Unless the senators recognized the doctors , the artists admired the students .",The artists admired the students .,entailment, artists are the same as the word .,constituent
neutral,"Unless the judge danced , the lawyer introduced the athletes .",The lawyer introduced the athletes .,entailment, the jockey who wore the jockey is the jockey .,constituent
neutral,"Unless the secretaries avoided the bankers , the athlete arrived .",The athlete arrived .,contradiction, the athlete can not be both and and the same time .,constituent
neutral,"Unless the secretaries waited , the actors contacted the managers .",The actors contacted the managers .,entailment, the actors are the same as they are discussing the reporters .,constituent
neutral,"Unless the tourists saw the manager , the president avoided the senator .",The president avoided the senator .,entailment, the pope was described as the president .,constituent
neutral,"Unless the authors supported the tourist , the judge admired the actors .",The judge admired the actors .,entailment, the judge is the same as the judges .,constituent
neutral,"Unless the student recommended the secretaries , the artists avoided the managers .",The artists avoided the managers .,entailment, the student is the same as the artists .,constituent
neutral,"Unless the actors saw the doctors , the author contacted the secretaries .",The author contacted the secretaries .,entailment, doctors are the same as the author .,constituent
neutral,"If the doctors danced , the bankers waited .",The bankers waited .,entailment, the doctors sat is the same as the doctors waited .,constituent
neutral,"If the manager shouted , the doctor encouraged the banker .",The doctor encouraged the banker .,entailment, the doctor is the doctor .,constituent
neutral,"Unless the student believed the artist , the senators waited .",The senators waited .,entailment, the pastor is the same as the pastor .,constituent
neutral,"If the senators introduced the banker , the judge stopped the actor .",The judge stopped the actor .,entailment, the judge stopped the actor is the same as the judge stopped the actor .,constituent
neutral,"If the banker recognized the actor , the secretary contacted the senator .",The secretary contacted the senator .,entailment, the officer is the name of the actor .,constituent
neutral,"If the senator contacted the president , the banker called the tourist .",The banker called the tourist .,entailment, the baker is the same as the .,constituent
neutral,"Unless the athlete contacted the artists , the secretaries resigned .",The secretaries resigned .,entailment, the athlete is being helped by the artist .,constituent
neutral,"If the professors performed , the authors believed the doctors .",The authors believed the doctors .,entailment, doctors are doctors .,constituent
neutral,"Unless the authors mentioned the actors , the judge believed the lawyer .",The judge believed the lawyer .,entailment, the judge is the law .,constituent
neutral,"Unless the bankers danced , the managers introduced the actor .",The managers introduced the actor .,entailment, the actor is giving the high-fives .,constituent
neutral,"If the tourist recommended the actors , the senators saw the authors .",The senators saw the authors .,entailment, the tourists were the same as the tourist .,constituent
neutral,"If the senator admired the artists , the lawyers slept .",The lawyers slept .,contradiction, the doctors are sleeping,constituent
neutral,"Unless the athlete recognized the authors , the doctor called the professor .",The doctor called the professor .,entailment, the doctor is the professor .,constituent
neutral,"If the lawyer called the manager , the senators introduced the professor .",The senators introduced the professor .,entailment, the name of the jockey is the name of the professor .,constituent
neutral,"If the actors contacted the authors , the athletes recommended the students .",The athletes recommended the students .,entailment, athletes are athletes .,constituent
neutral,"Unless the doctor shouted , the students contacted the author .",The students contacted the author .,entailment, the students are the teacher .,constituent
neutral,"If the student called the judges , the professor recognized the manager .",The professor recognized the manager .,entailment, the professor is the manager .,constituent
neutral,"If the secretaries encouraged the presidents , the manager helped the athletes .",The manager helped the athletes .,entailment, the manager is the manager .,constituent
neutral,"Unless the judge introduced the student , the actor contacted the senator .",The actor contacted the senator .,entailment, the actor is the name of the actor .,constituent
neutral,"Unless the senator performed , the judges admired the manager .",The judges admired the manager .,entailment, the judges who the judge is the same as the judges admires the manager .,constituent
neutral,"If the secretaries helped the senators , the artists recognized the manager .",The artists recognized the manager .,entailment, the artists who the speaker to the artist 's the owner .,constituent
neutral,"Unless the student contacted the author , the lawyer slept .",The lawyer slept .,entailment, a doctor is a lawyer .,constituent
neutral,"If the authors shouted , the artist performed .",The artist performed .,entailment, the singer is a singer .,constituent
neutral,"If the scientists danced , the artists resigned .",The artists resigned .,entailment, the dancers who are dancing are artists .,constituent
neutral,"Unless the students mentioned the banker , the artist arrived .",The artist arrived .,neutral, the artist is not necessarily the artist .,constituent
neutral,"If the scientist saw the lawyer , the bankers avoided the managers .",The bankers avoided the managers .,contradiction, the people can not be both a and and a .,constituent
neutral,"If the scientists danced , the student supported the athletes .",The student supported the athletes .,entailment, the student is the student .,constituent
neutral,"Unless the judges helped the senators , the banker performed .",The banker performed .,entailment, the judges are the judges .,constituent
neutral,"If the secretaries saw the banker , the senator danced .",The senator danced .,contradiction, the pope was dancing the,constituent
neutral,"Unless the tourist mentioned the artist , the scientist helped the actors .",The scientist helped the actors .,entailment, the scientist is the profession .,constituent
neutral,"Unless the scientists thanked the athlete , the secretary called the senator .",The secretary called the senator .,entailment, the leader is the name of the leader .,constituent
neutral,"Unless the professors mentioned the tourists , the lawyer advised the managers .",The lawyer advised the managers .,entailment, the doctors are the customers .,constituent
neutral,"Unless the manager contacted the author , the scientist encouraged the secretaries .",The scientist encouraged the secretaries .,entailment, the scientist is the scientist .,constituent
neutral,"If the actor recognized the senators , the authors arrived .",The authors arrived .,contradiction, the subject is either a politician or the .,constituent
neutral,"Unless the athletes helped the students , the senators thanked the lawyers .",The senators thanked the lawyers .,entailment, athletes are the same as the .,constituent
neutral,"Unless the athlete shouted , the students danced .",The students danced .,entailment, the students are clapping .,constituent
neutral,"Unless the athletes saw the actors , the professors thanked the senators .",The professors thanked the senators .,entailment, the reporters was the actors .,constituent
neutral,"Unless the presidents thanked the professor , the athletes stopped the doctors .",The athletes stopped the doctors .,entailment, athletes are athletes .,constituent
neutral,"If the athletes advised the judges , the student performed .",The student performed .,entailment, athletes are the only performed by the student .,constituent
neutral,"Unless the managers saw the presidents , the senator slept .",The senator slept .,entailment, the monk who sleeps the rest is the same as the pastor that was slept .,constituent
neutral,"If the lawyers introduced the athletes , the students saw the managers .",The students saw the managers .,entailment, the students who have the job of them who were the coaches .,constituent
neutral,"Unless the president danced , the doctor introduced the artists .",The doctor introduced the artists .,entailment, the nun is the same as the nun .,constituent
neutral,"Unless the doctor advised the secretaries , the actor saw the tourists .",The actor saw the tourists .,entailment, the actor saw the tourists because they were the doctor .,constituent
neutral,"If the tourists danced , the presidents resigned .",The presidents resigned .,entailment, tourists are people .,constituent
neutral,"Unless the secretaries supported the students , the senators avoided the scientist .",The senators avoided the scientist .,entailment, the second sentence is a less descriptive way of saying the the opposite .,constituent
neutral,"If the artists helped the actors , the secretaries waited .",The secretaries waited .,neutral, the fact that the main helped to the same thing as the nuns waited does not imply that the waited waited .,constituent
neutral,"Unless the students supported the senators , the president stopped the secretary .",The president stopped the secretary .,entailment, the president stopped the president is the same as the president stopped the president .,constituent
neutral,"Unless the manager thanked the actor , the scientist helped the senator .",The scientist helped the senator .,contradiction, the scientist is either a or the scientist .,constituent
neutral,"Unless the doctor helped the author , the senators ran .",The senators ran .,entailment, the second sentence is the first that the pope ran is the past tense of the first .,constituent
neutral,"If the student called the professors , the tourist ran .",The tourist ran .,entailment, the tourist ran is the same as the tourist ran .,constituent
neutral,"If the lawyer mentioned the actors , the president encouraged the judges .",The president encouraged the judges .,entailment, the person is giving the name of the fellow 's giving the speech .,constituent
neutral,"If the managers mentioned the student , the artist called the authors .",The artist called the authors .,entailment, the artist is the artist .,constituent
neutral,"Unless the tourists ran , the students arrived .",The students arrived .,entailment, the students were leaving .,constituent
neutral,"Unless the professors shouted , the banker helped the actor .",The banker helped the actor .,entailment, the pope was described as the fellow .,constituent
neutral,"Unless the tourist thanked the bankers , the student admired the senator .",The student admired the senator .,neutral, the student is not necessarily .,constituent
neutral,"Unless the author performed , the president advised the professors .",The president advised the professors .,entailment, the president is the same as the president .,constituent
neutral,"Unless the actor thanked the authors , the judge helped the professor .",The judge helped the professor .,entailment, the judge and the judge are the same .,constituent
neutral,"Unless the lawyers contacted the judges , the scientist arrived .",The scientist arrived .,entailment, the scientist is the scientist .,constituent
neutral,"Unless the students supported the athletes , the lawyer resigned .",The lawyer resigned .,entailment, the doctor is a lawyer .,constituent
neutral,"If the professors ran , the athlete resigned .",The athlete resigned .,entailment, athlete is a synonym for athlete .,constituent
neutral,"If the senators recommended the actors , the presidents shouted .",The presidents shouted .,entailment, the pope ' is a rephrasing of ' the actors ' .,constituent
neutral,"Unless the doctors performed , the actors waited .",The actors waited .,entailment, actors are actors .,constituent
neutral,"Unless the athlete saw the authors , the presidents called the secretary .",The presidents called the secretary .,contradiction, the president and the are different .,constituent
neutral,"If the scientists helped the artist , the actor called the author .",The actor called the author .,entailment, the actor is the name of the teacher .,constituent
neutral,"Unless the doctor saw the artist , the judges performed .",The judges performed .,entailment, the judges are only one person .,constituent
neutral,"If the judges recognized the athlete , the professor supported the scientist .",The professor supported the scientist .,entailment, the professor is the same as the professor .,constituent
neutral,"If the doctors encouraged the artist , the president helped the professors .",The president helped the professors .,entailment, the president and the are the same .,constituent
neutral,"Unless the secretaries stopped the student , the lawyers called the actor .",The lawyers called the actor .,entailment, the jockey is the actor .,constituent
neutral,"If the lawyers stopped the actor , the athlete helped the manager .",The athlete helped the manager .,entailment, the athlete is being helped by the athlete .,constituent
neutral,"If the manager supported the actors , the judges saw the scientists .",The judges saw the scientists .,entailment, the judges saw the scientists .,constituent
neutral,"Unless the senators introduced the professors , the actors encouraged the artist .",The actors encouraged the artist .,entailment, actors are the same as the actors .,constituent
neutral,"Unless the president danced , the artist recommended the manager .",The artist recommended the manager .,contradiction, the artist is either giving the call or the employee is the employee .,constituent
neutral,"If the lawyer danced , the manager called the actors .",The manager called the actors .,entailment, the manager is the boss .,constituent
neutral,"Unless the senators supported the lawyers , the artist shouted .",The artist shouted .,entailment, the singer is a person .,constituent
neutral,"If the actor shouted , the judges avoided the senator .",The judges avoided the senator .,entailment, the actor is the judges who the .,constituent
neutral,"Unless the actor ran , the doctors avoided the lawyers .",The doctors avoided the lawyers .,entailment, the doctors are the people .,constituent
neutral,"If the doctors waited , the presidents avoided the artists .",The presidents avoided the artists .,entailment, doctors are the same as the nuns .,constituent
neutral,"If the presidents danced , the managers saw the banker .",The managers saw the banker .,entailment, the manager saw the .,constituent
neutral,"If the athletes supported the bankers , the author advised the doctor .",The author advised the doctor .,entailment, the author is the doctor .,constituent
neutral,"If the lawyers called the senator , the doctor danced .",The doctor danced .,entailment, the doctor is a doctor .,constituent
neutral,"If the senator helped the president , the lawyers slept .",The lawyers slept .,entailment, the doctors slept because they are sleeping .,constituent
neutral,"Unless the president advised the actors , the tourist recommended the lawyer .",The tourist recommended the lawyer .,contradiction, the tourist is either a or not .,constituent
neutral,"Unless the actor ran , the senators shouted .",The senators shouted .,entailment, the pope is a rephrasing of the leader .,constituent
neutral,"If the manager recommended the actors , the authors mentioned the athletes .",The authors mentioned the athletes .,entailment, the manager is the same as the .,constituent
neutral,"If the lawyer mentioned the artist , the actors admired the tourist .",The actors admired the tourist .,entailment, the fellow is the fellow .,constituent
neutral,"Unless the actor encouraged the senators , the author performed .",The author performed .,entailment, the author is the name of the author .,constituent
neutral,"Unless the professor ran , the secretaries slept .",The secretaries slept .,entailment, the fact that the same slept and the second sentence states that the slept were ran .,constituent
neutral,"Unless the senators ran , the doctors contacted the athlete .",The doctors contacted the athlete .,entailment, doctors are the athlete .,constituent
neutral,"If the secretaries contacted the author , the managers encouraged the student .",The managers encouraged the student .,entailment, the staff are the teacher .,constituent
neutral,"Unless the professor contacted the manager , the doctor encouraged the artist .",The doctor encouraged the artist .,entailment, doctor is the doctor .,constituent
neutral,"Unless the tourists admired the professor , the secretaries introduced the actors .",The secretaries introduced the actors .,contradiction, the tourists either addresses the actors or the .,constituent
neutral,"If the doctors called the actors , the president recommended the professor .",The president recommended the professor .,entailment, the professor is the professor .,constituent
neutral,"If the lawyers arrived , the professor resigned .",The professor resigned .,entailment, the doctors are the professor .,constituent
neutral,"If the managers recommended the bankers , the actor avoided the presidents .",The actor avoided the presidents .,contradiction, the actor can not be the same person .,constituent
neutral,"Unless the actors waited , the lawyers called the secretaries .",The lawyers called the secretaries .,entailment, the doctors are the,constituent
neutral,"Unless the athlete danced , the artist resigned .",The artist resigned .,entailment, the dancer who is dancing is being .,constituent
neutral,"Unless the lawyers waited , the senator contacted the professor .",The senator contacted the professor .,entailment, the doctors are the professor .,constituent
neutral,"If the managers danced , the athletes called the professor .",The athletes called the professor .,entailment, the athletes that are the same are the professor .,constituent
neutral,"If the students believed the professor , the authors supported the manager .",The authors supported the manager .,entailment, the author is the same as the conductor .,constituent
neutral,"If the artists helped the lawyers , the presidents waited .",The presidents waited .,entailment, the nuns waited is the same as the president waited .,constituent
neutral,"Unless the bankers called the students , the secretaries performed .",The secretaries performed .,entailment, the students perform the routine .,constituent
neutral,"Unless the artists stopped the lawyer , the scientists believed the senators .",The scientists believed the senators .,entailment, the word `` were '' implies that the `` were `` .,constituent
neutral,"Unless the scientist resigned , the presidents avoided the judge .",The presidents avoided the judge .,entailment, the professor is the same as the .,constituent
neutral,"Unless the secretary recommended the tourist , the presidents encouraged the artists .",The presidents encouraged the artists .,entailment, the nun and the spanish work the same time .,constituent
neutral,"Unless the authors encouraged the president , the judge called the student .",The judge called the student .,entailment, the judge is the same as the director .,constituent
neutral,"Unless the president mentioned the author , the students avoided the bankers .",The students avoided the bankers .,entailment, students are the same as students .,constituent
neutral,"Unless the actor recognized the lawyer , the bankers shouted .",The bankers shouted .,entailment, the actor is the jockey .,constituent
neutral,"If the artists saw the athlete , the senator contacted the manager .",The senator contacted the manager .,entailment, athlete is the name of the .,constituent
neutral,"If the manager thanked the tourists , the presidents ran .",The presidents ran .,entailment, the president ran is a rephrasing of the president ran .,constituent
neutral,"If the judges encouraged the artist , the presidents admired the lawyers .",The presidents admired the lawyers .,entailment, the judges are the same as the judges .,constituent
neutral,"If the lawyers called the scientist , the secretary mentioned the judges .",The secretary mentioned the judges .,entailment, the nun is the professor .,constituent
neutral,"Unless the doctor encouraged the judges , the tourist saw the senators .",The tourist saw the senators .,entailment, the tourist saw the pope is the same as the tourist saw the judges .,constituent
neutral,"Unless the athlete performed , the students encouraged the actor .",The students encouraged the actor .,entailment, the student is giving the student .,constituent
neutral,"Unless the senator waited , the actors slept .",The actors slept .,entailment, the actors are the people who sat together .,constituent
neutral,"Unless the doctor recommended the authors , the artists slept .",The artists slept .,contradiction," the second sentence is about the work , but the second sentence is about the same time .",constituent
neutral,"If the scientist ran , the president performed .",The president performed .,entailment, the person is a surgeon .,constituent
neutral,"Unless the scientists recommended the athletes , the actor slept .",The actor slept .,entailment, the cameraman is asleep .,constituent
neutral,"Unless the student admired the authors , the lawyers resigned .",The lawyers resigned .,entailment, the doctors are doctors,constituent
neutral,"If the doctor believed the senators , the judge encouraged the secretary .",The judge encouraged the secretary .,entailment, the judge is the same as the judge .,constituent
neutral,"Unless the doctor called the students , the judges performed .",The judges performed .,entailment, the judges are performing the act of judges .,constituent
neutral,"Unless the bankers ran , the president thanked the authors .",The president thanked the authors .,entailment, the president and the president are the same .,constituent
neutral,"Unless the senator avoided the scientists , the professors waited .",The professors waited .,contradiction, the doctors waited and the second sentence is about the same time,constituent
neutral,"If the scientists slept , the tourist resigned .",The tourist resigned .,entailment, the tourist is a person .,constituent
neutral,"Unless the student resigned , the judges admired the scientists .",The judges admired the scientists .,entailment, the judges are the same as the judges .,constituent
neutral,"If the managers resigned , the artists shouted .",The artists shouted .,neutral, the singers are not necessarily singers .,constituent
neutral,"If the senator introduced the lawyers , the judges thanked the banker .",The judges thanked the banker .,entailment, the judges are the judges .,constituent
neutral,"Unless the artist saw the president , the professor admired the tourist .",The professor admired the tourist .,entailment, the professor who is the tourist is the author who the tourist .,constituent
neutral,"Unless the scientists advised the student , the president waited .",The president waited .,entailment, the president waited is the same as the president waited .,constituent
entailment,"Before the presidents ran , the tourist shouted .",The presidents ran .,contradiction, the president ran is the opposite of the president .,constituent
entailment,"Though the doctor recognized the author , the banker supported the lawyers .",The doctor recognized the author .,entailment, doctor is the name of the doctor,constituent
entailment,"Although the tourist thanked the student , the judges recommended the athlete .",The tourist thanked the student .,entailment, the tourist is the student .,constituent
entailment,"Since the professor arrived , the senator saw the tourist .",The professor arrived .,entailment, the professor was just because he was a .,constituent
entailment,"Because the banker performed , the professors slept .",The banker performed .,entailment, the monk who is performing the surgery is likely performing the action of the doctor .,constituent
entailment,"Though the authors saw the managers , the banker helped the tourists .",The authors saw the managers .,entailment, the people saw the,constituent
entailment,"Because the banker ran , the doctors saw the professors .",The banker ran .,entailment, the mailman ran the .,constituent
entailment,"While the artist danced , the presidents performed .",The artist danced .,entailment, artist is a synonym of artist .,constituent
entailment,"Though the senator called the judges , the students admired the tourists .",The senator called the judges .,entailment, the judges are the judges .,constituent
entailment,"Though the judges waited , the athlete danced .",The judges waited .,entailment, the judges waited is the same as the judges waited .,constituent
entailment,"After the tourist called the professors , the doctors resigned .",The tourist called the professors .,entailment, the tourist is the .,constituent
entailment,"Before the senator waited , the scientist performed .",The senator waited .,entailment, the professor is waiting .,constituent
entailment,"Although the author stopped the judge , the managers slept .",The author stopped the judge .,entailment, the author is the name of the author .,constituent
entailment,"Although the athlete recognized the student , the president saw the tourist .",The athlete recognized the student .,entailment, athlete is the same as athlete,constituent
entailment,"After the secretaries waited , the presidents slept .",The secretaries waited .,entailment, the doctors waited because they sat .,constituent
entailment,"After the doctors ran , the student resigned .",The doctors ran .,entailment, doctors are the doctors .,constituent
entailment,"Though the artists recommended the bankers , the actors advised the lawyer .",The artists recommended the bankers .,contradiction, the artists are either giving the same or they are .,constituent
entailment,"Since the tourist stopped the authors , the manager helped the banker .",The tourist stopped the authors .,entailment," the tourist stopped the author , the manager stopped the .",constituent
entailment,"Since the authors avoided the senators , the doctors waited .",The authors avoided the senators .,entailment, the doctors were the same time the same .,constituent
entailment,"While the doctor contacted the secretaries , the tourist recognized the athlete .",The doctor contacted the secretaries .,entailment, the doctor is the same as the doctor being the other .,constituent
entailment,"Since the senators recognized the artists , the lawyers resigned .",The senators recognized the artists .,entailment, the second sentence says the same as the second sentence .,constituent
entailment,"After the secretaries supported the athlete , the artists recognized the banker .",The secretaries supported the athlete .,entailment, the leader is being helped by the artist .,constituent
entailment,"While the scientist slept , the lawyer thanked the actors .",The scientist slept .,contradiction, the doctor was sleeping,constituent
entailment,"After the tourist danced , the student avoided the professors .",The tourist danced .,entailment, tourists are still tourists .,constituent
entailment,"Because the judges danced , the author introduced the professor .",The judges danced .,entailment, the judges who dances are the same thing .,constituent
entailment,"Since the senators helped the tourist , the student supported the actors .",The senators helped the tourist .,entailment, the student who is helping the tourist is the same as the group helped the tourist .,constituent
entailment,"Since the president shouted , the doctor encouraged the tourists .",The president shouted .,entailment, the president is a rephrasing of the words ',constituent
entailment,"Although the athletes believed the senator , the students recommended the secretary .",The athletes believed the senator .,entailment, athletes are the same as the students .,constituent
entailment,"Because the student danced , the tourist performed .",The student danced .,entailment, the dancer performed in the london .,constituent
entailment,"Although the doctor shouted , the tourist danced .",The doctor shouted .,entailment, doctor is a synonym for doctor .,constituent
entailment,"Though the bankers saw the actor , the scientists resigned .",The bankers saw the actor .,entailment, the actor saw the actor because he was the one who saw the actor .,constituent
entailment,"Since the artists called the students , the judges waited .",The artists called the students .,contradiction, the artists are either teachers or the students .,constituent
entailment,"Since the scientists arrived , the lawyer slept .",The scientists arrived .,contradiction," the doctors arrived , so they are not .",constituent
entailment,"After the judges slept , the bankers admired the author .",The judges slept .,entailment, the judges slept is the same as the judges slept .,constituent
entailment,"Before the judges advised the actor , the student mentioned the senators .",The judges advised the actor .,entailment, the judges are the same as the actor .,constituent
entailment,"Though the judge avoided the students , the lawyer mentioned the secretary .",The judge avoided the students .,entailment, the judge who the pope was the doctor .,constituent
entailment,"While the senator resigned , the tourist mentioned the secretary .",The senator resigned .,entailment, the pope is the .,constituent
entailment,"While the tourists recognized the secretaries , the judge helped the banker .",The tourists recognized the secretaries .,entailment, the representative of the latin organization is the same as the people .,constituent
entailment,"Because the bankers avoided the author , the secretaries arrived .",The bankers avoided the author .,neutral, the pope was the author .,constituent
entailment,"Although the banker supported the authors , the scientist waited .",The banker supported the authors .,entailment, the nun is the same as the conductor .,constituent
entailment,"While the artists stopped the doctors , the president called the student .",The artists stopped the doctors .,contradiction, the artists can not be stopped and doctors the doctors at the same time .,constituent
entailment,"Since the tourists danced , the managers avoided the students .",The tourists danced .,entailment, tourists are still people .,constituent
entailment,"While the judge recommended the manager , the actors performed .",The judge recommended the manager .,entailment, the judges are the same .,constituent
entailment,"Since the secretary contacted the actor , the tourists avoided the president .",The secretary contacted the actor .,entailment, the officer is the actor because he is frustrated .,constituent
entailment,"Because the tourists encouraged the lawyer , the athlete recommended the managers .",The tourists encouraged the lawyer .,entailment, the tourist is a group of people .,constituent
entailment,"Though the artist helped the professors , the president arrived .",The artist helped the professors .,entailment, the artist helped the .,constituent
entailment,"Since the manager arrived , the professor avoided the actors .",The manager arrived .,entailment, the manager was the same as the manager .,constituent
entailment,"Though the actor encouraged the banker , the lawyer danced .",The actor encouraged the banker .,entailment, the actor is the man who is the male .,constituent
entailment,"Though the doctor called the secretary , the senators shouted .",The doctor called the secretary .,entailment, the doctor is the nun .,constituent
entailment,"Before the senator avoided the authors , the judges arrived .",The senator avoided the authors .,entailment, the pope was the pope .,constituent
entailment,"Although the doctors supported the authors , the lawyers encouraged the actor .",The doctors supported the authors .,contradiction, the doctors can not be both and the same .,constituent
entailment,"Because the managers stopped the bankers , the judges shouted .",The managers stopped the bankers .,entailment, the postal stop and stopped are the same thing .,constituent
entailment,"Before the judges resigned , the scientists encouraged the manager .",The judges resigned .,neutral, the judges are not necessarily .,constituent
entailment,"Before the banker resigned , the lawyers waited .",The banker resigned .,entailment, the doctors waited because he is sitting .,constituent
entailment,"While the secretary shouted , the actors called the managers .",The secretary shouted .,entailment, the pope ' is a rephrasing of ' the ',constituent
entailment,"Though the artists advised the judges , the banker recommended the manager .",The artists advised the judges .,entailment," the artists are the judges , the judges are the judges .",constituent
entailment,"After the doctors called the artist , the judge advised the athlete .",The doctors called the artist .,entailment, the doctors are the same as the doctor .,constituent
entailment,"Though the secretaries resigned , the tourists performed .",The secretaries resigned .,entailment, the period performed by the people .,constituent
entailment,"Although the professor advised the students , the artists encouraged the judges .",The professor advised the students .,entailment, the professor is the professor .,constituent
entailment,"Though the athletes resigned , the actor admired the artists .",The athletes resigned .,entailment, athletes are athletes .,constituent
entailment,"Because the actor shouted , the lawyers encouraged the artist .",The actor shouted .,entailment, the actor is a rephrasing of the actor .,constituent
entailment,"Before the students avoided the manager , the artist called the author .",The students avoided the manager .,entailment, the students were the manager .,constituent
entailment,"Although the banker introduced the lawyers , the judges avoided the student .",The banker introduced the lawyers .,neutral, the baker could be giving the speech or just being interviewed .,constituent
entailment,"Because the managers helped the athletes , the secretary contacted the judge .",The managers helped the athletes .,entailment, the team helped to the athletes .,constituent
entailment,"Before the scientist supported the tourists , the actor waited .",The scientist supported the tourists .,entailment, the professor is the same as the wizard .,constituent
entailment,"Before the professors supported the student , the bankers performed .",The professors supported the student .,entailment, the conductor is the conductor .,constituent
entailment,"While the students resigned , the athletes mentioned the artist .",The students resigned .,entailment, students who are the students are still .,constituent
entailment,"While the artist danced , the managers arrived .",The artist danced .,entailment, artist is a synonym of artist .,constituent
entailment,"While the lawyer performed , the tourist admired the scientists .",The lawyer performed .,entailment, the surgeon performed by the doctor .,constituent
entailment,"Although the senators waited , the authors resigned .",The senators waited .,entailment, the rest waited is the same as the waited waited .,constituent
entailment,"Because the actor encouraged the doctor , the lawyer resigned .",The actor encouraged the doctor .,entailment, the actor is the doctor .,constituent
entailment,"Before the presidents supported the athletes , the managers danced .",The presidents supported the athletes .,entailment, the six nuns are the same as the .,constituent
entailment,"Though the tourist resigned , the authors mentioned the judges .",The tourist resigned .,entailment, tourist is the same as tourist,constituent
entailment,"Because the manager helped the actor , the doctors ran .",The manager helped the actor .,entailment, the cop helped and the actor are the same .,constituent
entailment,"Before the doctor mentioned the actors , the professor ran .",The doctor mentioned the actors .,entailment, the doctor is the doctor who is the professor .,constituent
entailment,"After the senator danced , the doctors supported the artist .",The senator danced .,entailment, the dancer who dances is the same as the nun who was doing the dance .,constituent
entailment,"While the lawyer admired the doctor , the scientist recommended the manager .",The lawyer admired the doctor .,entailment, the doctor is the doctor .,constituent
entailment,"Because the scientist avoided the artist , the athlete ran .",The scientist avoided the artist .,entailment, the scientist is the same thing .,constituent
entailment,"After the doctors shouted , the author helped the banker .",The doctors shouted .,entailment, doctors are the same as the doctors .,constituent
entailment,"Since the secretaries recognized the managers , the athletes arrived .",The secretaries recognized the managers .,entailment, the officials being the officials were being interviewed .,constituent
entailment,"Although the authors stopped the student , the manager recommended the senators .",The authors stopped the student .,entailment, the metro stop is a student .,constituent
entailment,"After the senators arrived , the professor mentioned the president .",The senators arrived .,entailment, the second sentence is a rephrasing of the first .,constituent
entailment,"Since the president danced , the actors saw the banker .",The president danced .,entailment, the president was described as the actors dancing .,constituent
entailment,"Because the doctors danced , the artist believed the authors .",The doctors danced .,entailment, the ballerinas that dance are the same thing .,constituent
entailment,"While the athletes mentioned the artists , the managers called the bankers .",The athletes mentioned the artists .,entailment, the athletes that the artists are the same .,constituent
entailment,"While the professors helped the presidents , the author saw the judges .",The professors helped the presidents .,entailment, the pope and the pope are the same .,constituent
entailment,"Before the presidents encouraged the actor , the tourist contacted the students .",The presidents encouraged the actor .,entailment, the actors are giving the picture .,constituent
entailment,"Though the lawyers introduced the athletes , the artist saw the doctors .",The lawyers introduced the athletes .,entailment, the second sentence says the jockeys are being taught the athletes .,constituent
entailment,"After the authors contacted the athletes , the professors believed the secretaries .",The authors contacted the athletes .,entailment," the representative officials the athletes , so they are the same .",constituent
entailment,"Although the scientist waited , the banker shouted .",The scientist waited .,entailment, the patient is a patient .,constituent
entailment,"Because the actors stopped the doctor , the tourists thanked the students .",The actors stopped the doctor .,contradiction, the actors are either following a doctor or a doctor .,constituent
entailment,"Although the actor danced , the presidents resigned .",The actor danced .,entailment, the actor is dancing .,constituent
entailment,"Though the judges admired the artists , the doctors believed the professors .",The judges admired the artists .,entailment, the judges who admires the artists are the same as the judges admires the judges .,constituent
entailment,"Since the presidents encouraged the professor , the senator admired the judges .",The presidents encouraged the professor .,entailment, the professor is the professor .,constituent
entailment,"After the managers performed , the scientist stopped the students .",The managers performed .,entailment, the conductor is the group of people .,constituent
entailment,"Though the authors saw the student , the actors performed .",The authors saw the student .,entailment, the story saw is a rephrasing of the saw .,constituent
